3663,008 DELEGACION SAN JOSE                     ,S,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
3679,042 VIALIDAD                                ,F,"Turno: Sab,Dom y Fer 8 a 14   ",   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,SA 0008 0014,DO 0008 0014,FE 0008 0014
3682,050 EREZCANO                                ,F,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
3696,048 CERRETTI                                ,S,Turno: 08 a 14                ,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
3701,048 CERRETTI                                ,N,Turno: 08 a 14                ,            ,            ,            ,            ,            ,            ,            ,            
3706,048 CERRETTI                                ,N,Turno: 08 a 14                ,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
3707,048 CERRETTI                                ,N,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
3719,025 C.A. Nº 1 MSTRO RIVADAVIA               ,S,Turno: 9 a 15                 ,   0000 0000,MA 0009 0015,   0000 0000,JU 0009 0015,VI 0009 0015,   0000 0000,   0000 0000,   0000 0000
3724,047 CERRETTI ..( JEFES )                    ,S,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
3749,047 CERRETTI ..( JEFES )                    ,S,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
3753,112 C.A. Nº 22  LOMA VERDE                  ,S,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
3764,047 CERRETTI ..( JEFES )                    ,S,Turno: 7 a 13                 ,LU 0730 1330,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
3770,056 INSTITUTO MUNICIPAL DE LAS CULTURAS     ,S,Turno: 14 a 20                ,LU 0014 0020,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
3773,048 CERRETTI                                ,N,Turno: 08 a 14                ,            ,            ,            ,            ,            ,            ,            ,            
3780,026 C. A. Nº 2 MI HORIZONTE                 ,S,Turno: 10 a 16                ,LU 0010 0016,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
3790,043 CEMENTERIO MUNICIPAL                    ,N,Turno: 7 a 13                 ,LU 0007 0013,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
3790,117 CEMENTERIO PLANILLA                     ,S,Turno: 7 a 13                 ,LU 0007 0013,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
3796,014 UNIDAD DE FORTALECIMIENTO FAMILIAR      ,S,Turno: 08 a 14                ,LU 0008 0014,MA 0008 1430,MI 0008 1430,JU 0008 1430,VI 0008 1230,   0000 0000,   0000 0000,   0000 0000
3800,056 INSTITUTO MUNICIPAL DE LAS CULTURAS     ,S,Turno: Rotativo               ,LU 0016 0019,MA 0018 0021,   0000 0000,   0000 0000,   0000 0000,SA 0009 0021,   0000 0000,   0000 0000
3802,105 EDIFICIO  TOLL                          ,S,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
3807,050 EREZCANO                                ,F,Turno: 10 a 16                ,LU 0010 0016,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
3811,048 CERRETTI                                ,N,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
3812,047 CERRETTI ..( JEFES )                    ,S,Turno: 8:30 A 14:30           ,LU 0830 1430,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
3814,024 C. A.Nº 4  SAN JOSE                     ,S,Turno: 08 a 14                ,LU 0008 0013,MA 0008 0016,MI 0008 0013,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
3822,047 CERRETTI ..( JEFES )                    ,S,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
3827,048 CERRETTI                                ,N,Turno: 08 a 14                ,            ,            ,            ,            ,            ,            ,            ,            
3833,048 CERRETTI                                ,S,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
3837,047 CERRETTI ..( JEFES )                    ,S,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
3839,048 CERRETTI                                ,N,Turno: 08 a 14                ,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
3856,048 CERRETTI                                ,N,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
3857,048 CERRETTI                                ,N,Turno: 08 a 14                ,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
3858,048 CERRETTI                                ,S,Turno: 08 a 14                ,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
3861,047 CERRETTI ..( JEFES )                    ,S,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
3862,140 C. A Nº 26 - USAM-                      ,S,Turno: 08 a 14                ,   0000 0000,MA 0008 0014,MI 0008 1330,JU 0008 0014,VI 0008 1430,   0000 0000,   0000 0000,   0000 0000
3863,104 C.A. Nº  13  BURZACO                    ,S,Turno: 08 a 14                ,LU 0008 1230,MA 0008 1230,MI 0008 1230,JU 0008 1230,   0000 0000,   0000 0000,   0000 0000,   0000 0000
3867,048 CERRETTI                                ,F,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
3868,056 INSTITUTO MUNICIPAL DE LAS CULTURAS     ,S,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
3870,152 EDIFICIO EX-BOMBEROS                    ,S,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
3872,047 CERRETTI ..( JEFES )                    ,S,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
3877,105 EDIFICIO  TOLL                          ,S,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
3879,023 C. A. Nº 6 LOS ALAMOS                   ,S,Turno: 12 a 18                ,LU 0012 0018,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
3884,048 CERRETTI                                ,N,Turno: 08 a 14                ,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
3885,048 CERRETTI                                ,F,Turno: 8 a 12 (4 Horas)       ,LU 0007 0011,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
3887,048 CERRETTI                                ,N,Turno: 08 a 14                ,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
3893,046 - ESPACIOS   VERDES-                    ,S,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
3894,048 CERRETTI                                ,F,Turno: 7 a 19 (12 X 24)       ,LU 0007 0019,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
3896,042 VIALIDAD                                ,F,Turno: 7 a 13                 ,LU 0007 0013,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
3897,048 CERRETTI                                ,N,Turno: 08 a 14                ,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
3899,000 CASA MUNICIPAL                          ,N,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
3900,042 VIALIDAD                                ,F,Turno: 7 a 13                 ,LU 0007 0013,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
3902,048 CERRETTI                                ,F,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
3904,074 MUSEO Y ARCHIVO HISTORICO (CUCARACHA)   ,S,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
3907,050 EREZCANO                                ,S,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
3908,048 CERRETTI                                ,N,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
3909,003 DELEGACION MTRO. RIVADAVIA              ,S,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
3910,056 INSTITUTO MUNICIPAL DE LAS CULTURAS     ,S,Turno: 9 a 15                 ,LU 0009 0015,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
3912,047 CERRETTI ..( JEFES )                    ,S,Turno: 08 a 14                ,LU 0008 0016,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
3938,048 CERRETTI                                ,N,Turno: 08 a 14                ,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
3940,048 CERRETTI                                ,F,Turno: 08 a 14                ,LU 0008 0012,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
3941,048 CERRETTI                                ,F,Turno: 8 a 12 (4 Horas)       ,LU 0007 0011,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
3942,014 UNIDAD DE FORTALECIMIENTO FAMILIAR      ,S,Turno: 08 a 14                ,LU 0008 0016,   0000 0000,MI 0008 0016,JU 0008 0014,VI 0008 0016,   0000 0000,   0000 0000,   0000 0000
3945,050 EREZCANO                                ,S,Turno: 08 a 14                ,LU 0008 0014,MA 0008 0014,MI 0008 0014,JU 0008 0014,VI 0008 0014,   0000 0000,   0000 0000,   0000 0000
3951,105 EDIFICIO  TOLL                          ,S,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
3956,048 CERRETTI                                ,N,Turno: 08 a 14                ,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
3957,048 CERRETTI                                ,F,Turno: 11 a 17                ,LU 0011 0017,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
3959,056 INSTITUTO MUNICIPAL DE LAS CULTURAS     ,S,Turno: 13 a 19                ,LU 0013 0019,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
3960,047 CERRETTI ..( JEFES )                    ,S,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
3961,010 DELEGACION R.CALZADA                    ,S,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
3967,042 VIALIDAD                                ,F,Turno: 7 a 13                 ,LU 0007 0013,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
3968,063 C.A Nº24 BROMATOLOGIA                   ,N,Turno: 7 a 13                 ,LU 0007 0013,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
3970,042 VIALIDAD                                ,F,Turno: 7 a 13                 ,LU 0007 0013,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
3972,042 VIALIDAD                                ,F,Turno: 7 a 13                 ,LU 0007 0013,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
3973,048 CERRETTI                                ,F,Turno: 08 a 14                ,   0008 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
3977,042 VIALIDAD                                ,N,Turno: 7 a 13                 ,LU 0007 0013,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
3978,042 VIALIDAD                                ,S,Turno: 7 a 13                 ,LU 0007 0013,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
3979,043 CEMENTERIO MUNICIPAL                    ,N,Turno: 7 a 13                 ,LU 0007 0013,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
3979,117 CEMENTERIO PLANILLA                     ,S,Turno: 7 a 13                 ,LU 0007 0013,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
3985,042 VIALIDAD                                ,S,Turno: 7 a 13                 ,LU 0007 0013,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
3990,014 UNIDAD DE FORTALECIMIENTO FAMILIAR      ,S,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
3992,048 CERRETTI                                ,F,Turno: 14 a 20                ,LU 0014 0020,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
3993,048 CERRETTI                                ,N,Turno: 08 a 14                ,            ,            ,            ,            ,            ,            ,            ,            
3997,042 VIALIDAD                                ,F,Turno: 7 a 13                 ,LU 0007 0013,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
3999,048 CERRETTI                                ,F,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
4001,042 VIALIDAD                                ,F,Turno: 7 a 13                 ,LU 0007 0013,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
4002,042 VIALIDAD                                ,F,Turno: 7 a 13                 ,LU 0007 0013,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
